file,categoria,estratto
01_2406_rta_01_241018134519_4166---Protocollooperativointeristituzionaleviolenzadigenere2023-2026def.json,associazioni,Donna Odv Centro Antiviolenza Servizio Rosa Firmatari
01_2406_rta_01_241018134519_4166---Protocollooperativointeristituzionaleviolenzadigenere2023-2026def.json,associazioni,Donna Persegue Finalita Di Promozione E Valorizzazione Delle
01_2406_rta_01_241018134519_4166---Protocollooperativointeristituzionaleviolenzadigenere2023-2026def.json,associazioni,Montana Asl Cnl
01_2406_rta_01_241018134519_4166---Protocollooperativointeristituzionaleviolenzadigenere2023-2026def.json,associazioni,Presso Il Pronto Soccorso Del Presidio Ospedaliero Di Ceva
01_2406_rta_01_241018134519_4166---Protocollooperativointeristituzionaleviolenzadigenere2023-2026def.json,associazioni,Volontariato
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,regioni,Per La Copertura Dei Relativi Costi
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,regioni,Piemonte E Disposizioni Per L'Istituzione Dei Bilanci Di Genere
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,province,Di Vercelli
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,province,Di Vercelli E Referente Nodo Territoriale Contro Le Discriminazioni I Fous Qype Comitato Pari Vm On Giudiziario Per Il Distretto Del Piemonte E Della Valle D
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,province,Di Vercelli La Consigliera Di Parita Si Impegna A Svolgere Attivita Di Promozione Delle Pari Opportunita La Referente Del Nodo Provinciale Contro Le Discriminazioni Della Provincia Di Vercelli Si Impegna A Svolgere Attivita Di Informazione Sul Funzionamento Della Rete Regionale E Sui Contenuti Della Lrs
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,province,Di Vercelli Quale Organismo Di Coordinamento E Di Programmazione Congiunta Delle Attivita Di Prevenzione E Di Contrasto Della Violenza
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,province,Ed Al Comma
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,comuni,Isesig
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,comuni,Santatarcepace
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,comuni,Valsesia
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,comuni,Vercelli C
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,associazioni,Pienamente Informato Circa I Contenuti Del
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,consorzi,
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,consorzi,Gattinara
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,consorzi,Intercomunale Per I Servizi Di Assistenza Sociale Di Santhia
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,consorzi,Oar
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,consorzi,Per L
01_2406_rta_01_241018142716_4166---protocolloreteVC.json,consorzi,Santhia C
01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.json,regioni,Aslouneouno Mp Temonte Www
01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.json,regioni,Piemonte Per La Prevenzione Della Violenza Contro Le Donne E Per Il Sostegno Alle Vittime E Rappresenta Un Primo Punto Di Riferimento Per Le Donne Che Vivono Questo Disagio E
01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.json,associazioni,Per I
01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.json,associazioni,Prestano Attivita Di
01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.json,associazioni,Volontariato
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Assicura Alle Vittime Della Violenza Di Genere E Ai Loro Figli
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Assicura E Realizza Interventi Di Prima Accoglienza E Di Supporto Alle Donne Vittime Di Violenza Di Genere Attraverso Il Servizio Di Prima Accoglienza Per Donne Maltrattate
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,E Annui Euro
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Garantisce
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,In Deroga A Quanto Previsto Dalla Legge Regionale
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Per Il Triennio
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Promuove Progetti Finalizzati Alla Realizzazione Di Iniziative Di Prevenzione Contro La Violenza Di Genere E
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Riconosce In Ogni Forma Di Violenza Di Genere Una Violazione Dei Diritti Umani
02_2406_rta_02_240904124958_4166---lrn4del25feb2013.json,regioni,Riconosce La Valenza Sociale Del Centro Antiviolenza
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,regioni,Lombardia Opi Pavia
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,regioni,Lombardia Per La Presidente
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,regioni,Whe
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Cgil Gon Rete Interistituzionale Territoriale Antiviolenza Di Pavia Protocollo D
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Con Il Quale Si É Previsto
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Hanno Awviato Da Anni Un Percorso Di Collaborazione Volto All
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia La Provincia Di Pavia Si Impegna A
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia N
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Ordine Degli Assistenti Sociali Della Regione Lombardia Opi Pavia
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Per Il Presidente
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Questura Di Pavia Tribunale Di Pavia Procura Della Repubblica Di Pavia Agenzia Di Tutela Della Salute
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Ritenendo I Medici Mediatori Di Istanze Di Prevenzione E Garanzia Della
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Di Pavia Si Impegna A
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,province,Si Impegnano A Svolgere Un Ruolo Attivo Nel Supporto All
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Broni
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Pavia Che
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Pavia Per Il Sindaco
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Provincia Si Impegnano A Svolgere Un Ruolo Attivo Nel Supporto All
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Stradella Il Vicesindaco
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Stradelta Ene
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Vigevano
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,comuni,Voghera Dl
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,associazioni,Contro La Violenza Operante A Pavia Dal
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,associazioni,Donne Medico
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,consorzi,Pavia Piano Di Zona
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.json,consorzi,Sociale Pavese - Piano Di Zona Di Pavia La Presidente
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,regioni,Ha Attivato Programmi Di Finanziamento Che Hanno Previsto La Sottoscrizione Con Gli Enti Locali Capifila Di Accordi Di Collaborazione Finalizzati Alla Condivisione Della Programmazione A Livello Locale E Il Trasferimento Delle Risorse Per L
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,regioni,Lombardia Attraverso
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,regioni,Lombardia Come Centro Antiviolenza E Casa Rifugio
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,regioni,Lombardia E Dall
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,regioni,Lombardia Ha Definito Un Modello Di Governance Basato Sull
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Attui Specifiche Azioni Positive Volte Ad Evitare Le Discriminazioni A Carico Delle Donne E A Rimuovere Gli Ostacoli Che Di Fatto Impediscano Il Pieno Ed Effettivo Esercizio Dei Diritti Della Persona
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Di Mantova Dott
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Di Mantova L
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Di Mantova La Consigliera Di Parita Della Provincia Di Mantova Ha
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Di Mantova La Provincia Di Mantova
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Di Mantova Legale Rappresentante
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,province,Si Impegna A
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,comuni,Mantova I
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,comuni,Territorio
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,associazioni,Alle Donne
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,associazioni,Degli Avvocati
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,associazioni,Del Telefono Rosa Di Mantova
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,associazioni,Di Aiuto Alla Vita
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,associazioni,Ets
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,associazioni,Impegna A Promuovere E Realizzare Attivita Di Raccolta Dati
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.json,consorzi,Progetto Solidarieta Andrea Caprini Sede Legale
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,regioni,Lombardia Del Progetto D'Intervento
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,regioni,Lombardia In Tema Di Prevenzione E Contrasto Alla Violenza Sulle Donne
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,regioni,Lombardia Nell'Ambito Del Piano Regionale Quadriennale Antiviolenza
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di La Presidente Avv
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di Lecco
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di Lecco - Collabora Con Gli Enti Firmatari Il Protocollo Attraverso Propri Delegati
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di Lecco Garantiscono La Collaborazione A Perseguire E Promuovere Le Finalita Del Protocollo Tramite La Partecipazione Di Propri Rappresentanti Agli Incontri Tecnici E Coopera Con Gli Enti Della Rete Per L
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di Lecco Hs Il Presidente Claudio Usuelli Ya Z
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di Lecco Nel
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Di Lecco Promuove
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,province,Eicentri Antiviolenza Di Lecco E Merate
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,comuni,Lecco
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,comuni,Provincia
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,comuni,Residenza E Tutti I Componenti Della Rete I Quali
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,associazioni,Donna Lecco
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.json,associazioni,International D
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,regioni,Lombardia Ha Promosso Il Coinvolgimento Diretto Dei Cpi Nella Formazione In Tema Di Violenze Di Genere E Nella Definizione Di Prassi E Strumenti Di Cooperazione Con Le Reti Antiviolenza Territoriali
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,regioni,Lombardia In Attuazione Della L
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,regioni,Lombardia Per L
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,regioni,Lombardia Vigente Attraverso
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Consigliera Provinciale Di Parita Comune Di Cremona Comune Di Crema
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona E I Soggetti Della Rete Territoriale Antiviolenza Deputati Alla Presa In Carico Delle Donne Vittime Di Violenze
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Ed É Aperto
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Garantiscono Alle Donne Vittime Di Violenza
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Lavoro
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Linee-Guida Per La Collaborazione Tra Centri Per L
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Partecipazione Dei Cpi Alla Rete Territoriale Antiviolenza La Provincia Di Cremona É Tra I Soggetti Promotori E Fondatori
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Di Cremona Schema Flusso Progetto Personalizzato Inserimento Lavorativo Cav Servizio Sociale Segnalazione All
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,province,Promuovera La Partecipazione Degli Operatori Del Settore Formazione E Lavoro E Dei Cpi A Momenti
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,comuni,Casalmaggiore
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,comuni,Cremona Comune Di Crema
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,comuni,Cremona Ha Ricevuto Istanza Di Adesione Alla Rete Territoriale Da Parte Dei Seguenti Enti
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,comuni,Cremona Individuera Le Forme Pil Opportune Per Garantire Il Coinvolgimento Degli Attori In
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,comuni,Residenza
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,associazioni,Club Internazionale Di
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,associazioni,Club Internazionale Di Cremona
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,associazioni,Contro La Violenza Di Crema
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,associazioni,Donne Antiviolenza Di
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,associazioni,Donne Antiviolenza Di Cremona
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.json,associazioni,International D
